StartDate,EndDate,Status,,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,,,DistributionChannel,UserLanguage,consent,id,birth_year,sc_instructions,spanking_1986,spanking_2018,spanking_self,woman_home_1977,woman_home_2018,woman_home_self,weed_1973,weed_2018,weed_self,affairs_1973,affairs_2018,affairs_self,harassment_1986,harassment_2017,harassment_self,woman_prez_1972,woman_prez_2010,woman_prez_self,religion_1965,religion_2018,religion_self,politics_1990,politics_2016,politics_self,abortion_1977,abortion_2018,abortion_self,premarital_sex_1972,premarital_sex_2018,premarital_sex_self,black_prez_1978,black_prez_2010,black_prez_self,gay_marriage_1988,gay_marriage_2018,gay_marriage_self,gun_1972,gun_2018,gun_self,handgun_1987,handgun_2019,handgun_self,assault_1996,assault_2018,assault_self,death_1972,death_2018,death_self,smoking_1990,smoking_2018,smoking_self,immigration_1965,immigration_2019,immigration_self,i_strength_1994,i_strength_2019,i_strength_self,climate_worry_1990,climate_worry_2019,climate_worry_self,climate_belief_2001,climate_belief_2019,climate_belief_self,women_draft_1979,women_draft_2016,women_draft_self,bible_1976,bible_2017,bible_self,god_1965,god_2017,god_self,black_intel_1990,black_intel_2018,black_intel_self,black_work_1990,black_work_2018,black_work_self,hispanic_work_1990,hispanic_work_2018,hispanic_work_self,hispanic_intel_1990,hispanic_intel_2018,hispanic_intel_self,asian_work_1992,asian_work_2016,asian_work_self,black_marry_1990,black_marry_2018,black_marry_self,hispanic_marry_1990,hispanic_marry_2018,hispanic_marry_self,asian_marry_1990,asian_marry_2018,asian_marry_self,women_politics_1974,women_politics_2018,women_politics_self,abortion_health_1972,abortion_health_2018,abortion_health_self,women_work_1994,women_work_2012,women_work_self,women_preschool_1988,women_preschool_2012,women_preschool,gay_adopt_1992,gay_adopt_2016,gay_adopt,gay_military_1992,gay_military_2012,gay_military_self,communist_1972,communist_2018,communist_self,anti_religion_1972,anti_religion_2018,anti_religion_self,homo_speak_1973,homo_speak_2018,homo_speak_self,militarist_1976,militarist_2018,militarist_self,racist_1976,racist_2018,racist_self,therm_explain,black_1964,black_2016,black_self,hispanic_1976,hispanic_2016,hispanic_self,illegal_1988,illegal_2016,illegal_self,gay_1984,gay_2016,gay_self,asian_1992,asian_2016,asian_self,poor_1972,poor_2016,poor_self,welfare_1976,welfare_2012,welfare_self,feminists_1988,feminists_2016,feminists_self,attention_1,attention_2,social_change,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,political_ideology,political_party,lookup,comments,instructions_2_TEXT,FL_59_DO_FL_60,FL_59_DO_FL_270,FL_59_DO_FL_224,FL_59_DO_FL_163,FL_59_DO_FL_166,FL_40_DO_spanking,FL_40_DO_womanhome,FL_40_DO_weed,FL_40_DO_affairs,FL_40_DO_sexualharassment,FL_40_DO_womanpresident,FL_40_DO_religion,FL_40_DO_politics,FL_40_DO_abortion,FL_40_DO_premaritalsex,FL_40_DO_blackpresident,FL_40_DO_gaymarriage,FL_40_DO_gun,FL_40_DO_handgun,FL_40_DO_assault,FL_40_DO_death,FL_40_DO_smoking,FL_40_DO_immigration,FL_40_DO_i_strength,FL_40_DO_climate_worry,FL_40_DO_climate_belief,FL_40_DO_women_draft,FL_40_DO_bible,FL_40_DO_god,FL_40_DO_black_intel,FL_40_DO_black_work,FL_40_DO_hispanic_work,FL_40_DO_hispanic_intel,FL_40_DO_asian_work,FL_40_DO_black_marry,FL_40_DO_hispanic_marry,FL_40_DO_asian_marry,FL_40_DO_women_politics,FL_40_DO_abortion_health,FL_40_DO_women_work,FL_40_DO_women_preschool,FL_40_DO_gay_adopt,FL_40_DO_gay_military,FL_40_DO_communist,FL_40_DO_anti_religion,FL_40_DO_homo_speak,FL_40_DO_militarist,FL_40_DO_racist,FL_272_DO_spanking,FL_272_DO_womanhome,FL_272_DO_weed,FL_272_DO_affairs,FL_272_DO_sexualharassment,FL_272_DO_womanpresident,FL_272_DO_religion,FL_272_DO_politics,FL_272_DO_abortion,FL_272_DO_premaritalsex,FL_272_DO_blackpresident,FL_272_DO_gaymarriage,FL_272_DO_gun,FL_272_DO_handgun,FL_272_DO_assault,FL_272_DO_death,FL_272_DO_smoking,FL_272_DO_immigration,FL_272_DO_i_strength,FL_272_DO_climate_worry,FL_272_DO_climate_belief,FL_272_DO_women_draft,FL_272_DO_bible,FL_272_DO_god,FL_272_DO_black_intel,FL_272_DO_black_work,FL_272_DO_hispanic_work,FL_272_DO_hispanic_intel,FL_272_DO_asian_work,FL_272_DO_black_marry,FL_272_DO_hispanic_marry,FL_272_DO_asian_marry,FL_272_DO_women_politics,FL_272_DO_abortion_health,FL_272_DO_women_work,FL_272_DO_women_preschool,FL_272_DO_gay_adopt,FL_272_DO_gay_military,FL_272_DO_communist,FL_272_DO_anti_religion,FL_272_DO_homo_speak,FL_272_DO_militarist,FL_272_DO_racist,FL_226_DO_spanking,FL_226_DO_womanhome,FL_226_DO_weed,FL_226_DO_affairs,FL_226_DO_sexualharassment,FL_226_DO_womanpresident,FL_226_DO_religion,FL_226_DO_politics,FL_226_DO_abortion,FL_226_DO_premaritalsex,FL_226_DO_blackpresident,FL_226_DO_gaymarriage,FL_226_DO_gun,FL_226_DO_handgun,FL_226_DO_assault,FL_226_DO_death,FL_226_DO_smoking,FL_226_DO_immigration,FL_226_DO_i_strength,FL_226_DO_climate_worry,FL_226_DO_climate_belief,FL_226_DO_women_draft,FL_226_DO_bible,FL_226_DO_god,FL_226_DO_black_intel,FL_226_DO_black_work,FL_226_DO_hispanic_work,FL_226_DO_hispanic_intel,FL_226_DO_asian_work,FL_226_DO_black_marry,FL_226_DO_hispanic_marry,FL_226_DO_asian_marry,FL_226_DO_women_politics,FL_226_DO_abortion_health,FL_226_DO_women_work,FL_226_DO_women_preschool,FL_226_DO_gay_adopt,FL_226_DO_gay_military,FL_226_DO_communist,FL_226_DO_anti_religion,FL_226_DO_homo_speak,FL_226_DO_militarist,FL_226_DO_racist,FL_163_DO_FL_161,FL_163_DO_FL_61,FL_116_DO_spanking,FL_116_DO_womanhome,FL_116_DO_weed,FL_116_DO_affairs,FL_116_DO_sexualharassment,FL_116_DO_womanpresident,FL_116_DO_religion,FL_116_DO_politics,FL_116_DO_abortion,FL_116_DO_premaritalsex,FL_116_DO_blackpresident,FL_116_DO_gaymarriage,FL_116_DO_gun,FL_116_DO_handgun,FL_116_DO_assault,FL_116_DO_death,FL_116_DO_smoking,FL_116_DO_immigration,FL_116_DO_i_strength,FL_116_DO_climate_worry,FL_116_DO_climate_belief,FL_116_DO_women_draft,FL_116_DO_bible,FL_116_DO_god,FL_116_DO_black_intel,FL_116_DO_black_work,FL_116_DO_hispanic_work,FL_116_DO_hispanic_intel,FL_116_DO_asian_work,FL_116_DO_black_marry,FL_116_DO_hispanic_marry,FL_116_DO_asian_marry,FL_116_DO_women_politics,FL_116_DO_abortion_health,FL_116_DO_women_work,FL_116_DO_women_preschool,FL_116_DO_gay_adopt,FL_116_DO_gay_military,FL_116_DO_communist,FL_116_DO_anti_religion,FL_116_DO_homo_speak,FL_116_DO_militarist,FL_116_DO_racist,FL_19_DO_blackthermometer,FL_19_DO_hispanicthermometer,FL_19_DO_illegal,FL_19_DO_Gaysandlesbiansthermometer,FL_19_DO_Asian-Americansthermometer,FL_19_DO_poorpeoplethermometer,FL_19_DO_welfare,FL_19_DO_feministsthermometer,FL_166_DO_FL_167,FL_166_DO_FL_213,FL_169_DO_spanking,FL_169_DO_womanhome,FL_169_DO_weed,FL_169_DO_affairs,FL_169_DO_sexualharassment,FL_169_DO_womanpresident,FL_169_DO_religion,FL_169_DO_politics,FL_169_DO_abortion,FL_169_DO_premaritalsex,FL_169_DO_blackpresident,FL_169_DO_gaymarriage,FL_169_DO_gun,FL_169_DO_handgun,FL_169_DO_assault,FL_169_DO_death,FL_169_DO_smoking,FL_169_DO_immigration,FL_169_DO_i_strength,FL_169_DO_climate_worry,FL_169_DO_climate_belief,FL_169_DO_women_draft,FL_169_DO_bible,FL_169_DO_god,FL_169_DO_black_intel,FL_169_DO_black_work,FL_169_DO_hispanic_work,FL_169_DO_hispanic_intel,FL_169_DO_asian_work,FL_169_DO_black_marry,FL_169_DO_hispanic_marry,FL_169_DO_asian_marry,FL_169_DO_women_politics,FL_169_DO_abortion_health,FL_169_DO_women_work,FL_169_DO_women_preschool,FL_169_DO_gay_adopt,FL_169_DO_gay_military,FL_169_DO_communist,FL_169_DO_anti_religion,FL_169_DO_homo_speak,FL_169_DO_militarist,FL_169_DO_racist,FL_215_DO_blackthermometer,FL_215_DO_hispanicthermometer,FL_215_DO_illegal,FL_215_DO_Gaysandlesbiansthermometer,FL_215_DO_Asian-Americansthermometer,FL_215_DO_poorpeoplethermometer,FL_215_DO_welfare,FL_215_DO_feministsthermometer
2/20/20,2/20/20,IP Address,,100,485,TRUE,43881.57847,R_9NpmesmJt04zg5j,,,,,,,anonymous,EN,I consent to take part in this study,5dd343caade46233305ca71a,1974,I understand,70,20,Strongly disagree,60,40,Disagree,10,75,Legal,25,40,Wrong only sometimes,90,30,Somewhat of a problem,40,90,Yes,70,70,Not very important,,,,50,85,Yes,,,,,,,20,70,Strongly agree,,,,50,70,"Yes, should be",,,,60,60,Oppose,,,,50,50,Increased,,,,,,,,,,40,70,Should,,,,70,70,No,5,6,7 (intelligent),3,2,1 (hardworking),,,,,,,,,,,,,60,10,Very in favor,,,,,,,,,,30,70,Agree,,,,,,,,,,,,,50,50,Allowed,,,,,,,50,50,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,45,Female,White,English,,Very Good,Other,tree,Some graduate school,Very liberal,Strongly Democrat,No,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,1,12,3,6,20,,2,,,19,,9,,14,,15,,,,18,,17,10,13,,,,,7,,,,8,,,,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,795,TRUE,43881.57867,R_01eWd6l6pUYlffX,,,,,,,anonymous,EN,I consent to take part in this study,5ccb779b2c4e1f00159333ea,1968,I understand,,,,95,55,Strongly agree,,,,,,,,,,11,70,Yes,,,,,,,44,51,No,60,22,Almost always wrong,,,,,,,,,,4,20,"No, should not be",,,,,,,5,22,"No, not made illegal",,,,,,,,,,,,,,,,12,27,"Actual word of God, to be taken literally",,,,,,,6,4,6,,,,3,5,4,2,2,2,,,,40,8,Neither in favor nor opposed,45,20,Somewhat opposed,80,45,Agree,88,93,No,,,,65,30,Stay home,15,40,No,20,80,Don't think so,15,50,Allowed,,,,17,80,Not allowed,,,,81,36,Not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,51,Male,More than 1 of the above,English,,Very Good,Other,tree,Some graduate school,Neither liberal nor conservative,Independent,No,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,9,,,16,17,,,,13,,,10,,,,,,4,,,6,,18,15,,11,3,5,14,,2,1,7,8,,12,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,372,TRUE,43881.57877,R_1EYwWC6u9uFW8BU,,,,,,,anonymous,EN,I consent to take part in this study,5debd754c560472c7e42448c,1991,I understand,80,50,Agree,,,,,,,,,,,,,,,,,,,40,80,Somewhat interested,,,,,,,40,95,Yes,50,80,Strongly agree,30,75,Favor,,,,,,,,,,10,60,"Yes, made illegal",,,,,,,,,,,,,10,80,Should,30,60,"Ancient book of fables, legends, history, and moral precepts recorded by man",80,30,No,4,6,7 (intelligent),,,,4,3,2,,,,4,2,2,40,10,Very in favor,50,20,Very in favor,,,,,,,20,70,Yes,,,,,,,40,90,Yes,50,99,"Yes, think so",30,60,Allowed,40,90,Allowed,50,99,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,28,Female,White,English,,Very Good,Other,tree,Four-year college degree,Somewhat liberal,Lean Democrat,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,11,,,1,20,12,,,,17,,,,,9,3,5,6,,2,,16,10,8,,,19,,,13,4,14,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,489,TRUE,43881.57898,R_2Y2LXuRdFca32QS,,,,,,,anonymous,EN,I consent to take part in this study,5cbc071f2edc3b00018ab097,1983,I understand,65,20,Strongly disagree,,,,,,,20,40,Always wrong,,,,35,90,Yes,70,30,Not very important,40,60,Fairly interested,30,70,Yes,,,,,,,,,,,,,,,,,,,80,60,Favor,,,,75,65,Kept at present level,50,65,Strengthen our country,,,,65,85,Human activities,30,80,Should,20,75,"Inspired word of God, not to be taken literally",,,,,,,,,,4,4,2,,,,,,,70,30,Very in favor,70,30,Very in favor,,,,,,,,,,,,,30,90,Work full time,20,60,Yes,,,,,,,,,,25,75,Allowed,50,70,Allowed,70,70,Not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,36,Male,Asian,English,,Very Good,Other,tree,Graduate school,Somewhat liberal,Lean Democrat,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,18,,19,16,7,15,,,,,,,3,,20,2,,5,10,17,,,,4,,,6,11,,,,,13,12,,,,14,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,785,TRUE,43881.57907,R_1OvQ54GGVNZw3Ff,,,,,,,anonymous,EN,I consent to take part in this study,5e49fdf1a95b8c46bd19f1eb,1970,I understand,70,20,Agree,,,,,,,,,,,,,5,48,Yes,90,30,Not very important,,,,60,70,Yes,,,,,,,10,70,Strongly agree,,,,30,60,"Yes, should be",,,,,,,,,,,,,60,40,Strengthen our country,,,,,,,,,,,,,,,,4,5,6,,,,,,,,,,,,,,,,,,,,,,70,20,Disagree,,,,,,,,,,,,,60,95,"Yes, think so",,,,,,,0,70,Allowed,,,,90,30,Not allowed,I understand,10,40,100,30,60,100,40,20,90,25,60,100,80,80,100,70,40,90,40,40,75,50,50,90,1,1,5,49,Female,Black or African-American,English,,Very Good,Other,tree,Four-year college degree,Very liberal,Strongly Democrat,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,9,,,,,5,11,,7,,,3,,12,,,,,2,,,,,,1,,,,,,,,10,,,,,4,,,6,,8,8,5,7,1,4,2,6,3
2/20/20,2/20/20,IP Address,,100,545,TRUE,43881.57907,R_3PMQO1pjVotecGq,,,,,,,anonymous,EN,I consent to take part in this study,5e2ba083f420f01f6e81c5ae,1990,I understand,65,35,Disagree,,,,20,65,Legal,,,,,,,,,,70,30,Not very important,,,,55,55,Yes,,,,,,,,,,35,55,Favor,45,60,"Yes, should be",,,,,,,,,,,,,,,,,,,,,,10,35,Should,,,,,,,,,,,,,,,,4,4,5,,,,,,,,,,35,15,Very in favor,85,60,Disagree,65,65,Yes,,,,,,,,,,,,,,,,,,,,,,,,,60,55,Not allowed,I understand,20,50,90,70,65,80,25,35,25,25,85,90,50,70,100,25,25,25,40,40,30,30,55,90,1,1,3,29,Female,Asian,English,,Very Good,Other,free,Graduate school,Somewhat liberal,Lean Democrat,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,,8,,,,4,,9,,,,12,7,,,,,,,,1,,,,,,3,,,,11,2,10,,,,,,,,,6,4,2,7,5,1,6,3,8
2/20/20,2/20/20,IP Address,,100,453,TRUE,43881.5792,R_3fx77cWFZdLQ07O,,,,,,,anonymous,EN,I consent to take part in this study,5a95a63e4eecca0001dd4cfa,1996,I understand,,,,,,,,,,,,,97,17,Big problem,5,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,Oppose,,,,,,,,,,10,35,Only a little,20,31,Human activities,1,24,Should not,3,30,"Inspired word of God, not to be taken literally",85,65,Yes,,,,,,,,,,,,,1 (hardworking),1 (hardworking),1 (hardworking),,,,,,,,,,,,,5,34,No,,,,,,,,,,,,,3,10,Not allowed,,,,,,,10,25,Not allowed,,,,I understand,20,50,100,15,30,100,50,30,100,0,55,0,70,80,100,40,50,100,40,21,50,40,65,50,1,1,7 (very quickly),23,Male,Black or African-American,English,,Very Good,Other,tree,High school diploma,Neither liberal nor conservative,Independent,No,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,4,12,,,,,,,,,,2,,,,5,7,11,3,8,,,,,6,,,,,9,,,,,1,,,10,,8,3,7,6,4,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,465,TRUE,43881.57925,R_3MGNOR3mBF9Y5Gz,,,,,,,anonymous,EN,I consent to take part in this study,54ea5b40fdf99b768609982f,1988,I understand,,,,70,30,Disagree,,,,,,,80,10,Big problem,,,,,,,,,,,,,20,5,Not wrong at all,,,,,,,,,,,,,,,,80,40,Oppose,0,25,"No, not made illegal",,,,,,,,,,40,70,Human activities,,,,,,,90,50,No,,,,4,5,3,,,,,,,,,,65,25,Somewhat in favor,50,30,Somewhat in favor,,,,,,,,,,,,,,,,35,75,Yes,,,,,,,,,,,,,10,30,Not allowed,,,,I understand,20,50,70,50,40,70,30,40,50,25,45,70,50,50,80,50,50,50,50,40,50,40,30,60,1,1,4,31,Male,Asian,English,,Very Good,Other,tree,Four-year college degree,Somewhat liberal,Lean Democrat,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,12,,,5,,,,,11,,,,,,1,6,,,,2,,,3,,10,,,,7,9,,,,,,8,,,,,4,,8,3,7,2,1,4,6,5
2/20/20,2/20/20,IP Address,,100,504,TRUE,43881.57931,R_1dEW6VegDunj7mc,,,,,,,anonymous,EN,I consent to take part in this study,5b060d9e68eff50001d1a2c1,1985,I understand,,,,,,,,,,30,30,Almost always wrong,,,,,,,80,60,Not very important,,,,,,,60,60,Not wrong at all,20,50,Yes,,,,50,70,Favor,,,,,,,70,60,Favor,,,,,,,30,40,Strengthen our country,40,60,A great deal,40,60,Human activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,Neither in favor nor opposed,,,,,,,,,,40,30,Work full time,,,,30,70,"Yes, think so",,,,,,,,,,,,,,,,I understand,30,30,60,30,40,50,40,30,50,40,40,60,70,70,60,50,40,50,20,20,50,20,20,70,1,1,5,34,Female,More than 1 of the above,English,,Very Good,Other,tree,Four-year college degree,Somewhat liberal,Independent,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,6,,,3,,,9,12,,1,,,8,,,7,4,10,,,,,,,,,,,11,,,,2,,5,,,,,,5,3,2,7,6,1,8,4
2/20/20,2/20/20,IP Address,,100,686,TRUE,43881.57933,R_pszZrcGTzd0Oa0V,,,,,,,anonymous,EN,I consent to take part in this study,5d3c6a4480a6250001de81c8,1993,I understand,80,65,Agree,70,35,Strongly disagree,75,95,Legal,,,,,,,,,,,,,50,80,Somewhat interested,,,,,,,,,,,,,55,60,Favor,,,,,,,60,55,Favor,,,,,,,,,,60,95,A great deal,60,98,Human activities,,,,,,,80,50,No,,,,,,,5,5,1 (hardworking),6,3,7 (intelligent),2,1 (hardworking),1 (hardworking),50,10,Very in favor,,,,45,25,Very in favor,80,45,Disagree,55,50,Yes,,,,,,,20,70,Yes,35,55,"Yes, think so",,,,20,65,Allowed,40,80,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,26,Female,White,English,,Very Good,Other,tree,Four-year college degree,Somewhat liberal,Lean Democrat,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,18,4,,,,,13,,,,,12,,,2,,,,14,16,,,20,,,7,5,3,8,,17,19,6,,,11,10,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,439,TRUE,43881.57943,R_1BYkDvI6aUKruJQ,,,,,,,anonymous,EN,I consent to take part in this study,5e27935bd911319b369fb69d,1982,I understand,,,,85,50,Agree,,,,,,,20,65,Somewhat of a problem,,,,,,,45,80,Very interested,15,35,No,,,,,,,,,,0,20,Oppose,,,,,,,,,,,,,80,75,Decreased,,,,10,40,Not at all,,,,,,,90,65,"Actual word of God, to be taken literally",,,,3,6,5,4,3,3,4,5,5,,,,1 (hardworking),1 (hardworking),1 (hardworking),,,,45,70,Neither in favor nor opposed,20,50,Neither in favor nor opposed,80,55,Agree,,,,,,,75,40,Work full time,,,,,,,0,10,Not allowed,10,40,Not allowed,15,60,Not allowed,20,20,Not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,38,Male,White,English,,Very Good,Other,Tree,Associate's degree,Somewhat conservative,Independent,No,Good job,,1,,,,,,7,,,1,,,5,3,,,,18,,,,,19,,16,,,4,,9,14,11,,12,,8,15,6,,,20,,,17,2,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,966,TRUE,43881.57943,R_3EXay3je7wVDPtn,,,,,,,anonymous,EN,I consent to take part in this study,5c7a94dc8fbcb100146b6dc7,1989,I understand,,,,,,,,,,,,,,,,,,,95,45,Very important,,,,0,50,No,,,,10,100,Yes,,,,40,90,Favor,,,,,,,80,45,Favor,,,,50,80,Decreased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,Somewhat opposed,20,10,Somewhat in favor,,,,,,,,,,25,100,Agree,100,25,Stay home,0,40,No,,,,,,,,,,0,75,Not allowed,,,,,,,I understand,80,30,20,80,60,85,0,0,0,5,60,0,90,90,100,60,30,80,0,0,40,80,25,0,1,1,7 (very quickly),30,Female,Asian,Other (please enter in box below),Tagalog,Very Good,Other,tree,Four-year college degree,Very conservative,Lean Republican,No,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,8,,12,,7,,4,,,9,,3,,,,,,,,,,,,1,5,,,,6,11,2,,,,10,,,6,3,8,5,4,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,490,TRUE,43881.57946,R_1cTjGBvfqgLU2kz,,,,,,,anonymous,EN,I consent to take part in this study,589a84282a697d0001cfcfc1,1966,I understand,,,,,,,,,,15,70,Not wrong at all,,,,,,,,,,40,40,Very interested,,,,,,,30,75,Yes,,,,,,,,,,65,70,"Yes, should be",,,,,,,,,,,,,5,40,A great deal,,,,,,,10,20,"Ancient book of fables, legends, history, and moral precepts recorded by man",,,,,,,,,,4,3,4,,,,2,2,4,,,,,,,,,,,,,,,,60,80,Neither agree nor disagree,40,25,Work full time,,,,,,,50,35,Allowed,60,60,Allowed,,,,,,,,,,I understand,12,65,50,35,55,50,60,50,50,15,50,50,40,60,50,50,50,50,20,35,50,20,40,75,1,1,2,53,Male,White,English,,Very Good,Other,tree,Four-year college degree,Somewhat liberal,Strongly Democrat,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,7,,,,10,,,12,,,,4,,,,,1,,,5,,,,6,,8,,,,,,9,11,,,2,3,,,,5,2,3,4,6,8,7,1
